Vehiculo,Desde,Hacia,Costo
V3,5.0,13.0,20905.1
V3,5.0,14.0,19112.4
V3,5.0,15.0,25242.06666666667
V3,5.0,16.0,35597.46666666667
V3,5.0,17.0,76208.7
V3,5.0,18.0,78918.2
V3,5.0,19.0,28897.233333333334
V3,5.0,20.0,50540.666666666664
V3,6.0,0.0,85977.2
V3,6.0,1.0,35138.5
V3,6.0,2.0,37536.8
V3,6.0,3.0,31297.7
V3,6.0,4.0,85893.63333333333
V3,6.0,5.0,69106.26666666666
V3,6.0,6.0,0.0
V3,6.0,7.0,45452.86666666666
V3,6.0,8.0,107903.6
V3,6.0,9.0,20078.4
V3,6.0,10.0,135299.4
V3,6.0,11.0,79774.66666666667
V3,6.0,12.0,30003.733333333334
V3,6.0,13.0,82325.4
V3,6.0,14.0,61140.666666666664
V3,6.0,15.0,74661.03333333333
V3,6.0,16.0,34904.066666666666
V3,6.0,17.0,6438.433333333333
V3,6.0,18.0,126830.53333333333
V3,6.0,19.0,46279.433333333334
V3,6.0,20.0,103701.6
V3,7.0,0.0,115817.43333333333
V3,7.0,1.0,63419.26666666666
V3,7.0,2.0,65817.16666666667
V3,7.0,3.0,24379.766666666666
V3,7.0,4.0,115733.86666666667
V3,7.0,5.0,84925.96666666667
V3,7.0,6.0,55474.03333333333
V3,7.0,7.0,0.0
V3,7.0,8.0,98420.16666666667
V3,7.0,9.0,62859.76666666666
V3,7.0,10.0,125815.96666666667
V3,7.0,11.0,58707.86666666666
V3,7.0,12.0,30015.1
V3,7.0,13.0,104328.5
V3,7.0,14.0,74335.76666666666
V3,7.0,15.0,68707.8
V3,7.0,16.0,57137.2
V3,7.0,17.0,51083.3
V3,7.0,18.0,117347.1
V3,7.0,19.0,64310.13333333334
V3,7.0,20.0,94218.16666666667
V3,8.0,0.0,75626.0
V3,8.0,1.0,108769.0
V3,8.0,2.0,111167.3
V3,8.0,3.0,103937.36666666667
V3,8.0,4.0,83891.73333333332
V3,8.0,5.0,52462.2
V3,8.0,6.0,119857.83333333333
V3,8.0,7.0,95483.3
V3,8.0,8.0,0.0
V3,8.0,9.0,121948.8
V3,8.0,10.0,34726.1
V3,8.0,11.0,127175.13333333333
V3,8.0,12.0,105080.16666666667
V3,8.0,13.0,46713.13333333334
V3,8.0,14.0,55983.4
V3,8.0,15.0,38077.03333333333
V3,8.0,16.0,77047.1
V3,8.0,17.0,115467.5
V3,8.0,18.0,26257.233333333334
V3,8.0,19.0,59936.3
V3,8.0,20.0,30505.833333333332
V3,9.0,0.0,103825.86666666667
V3,9.0,1.0,44429.066666666666
V3,9.0,2.0,55385.86666666666
V3,9.0,3.0,36835.86666666667
V3,9.0,4.0,103742.7
V3,9.0,5.0,86955.33333333333
V3,9.0,6.0,19845.333333333332
V3,9.0,7.0,50991.03333333333
V3,9.0,8.0,125752.66666666667
V3,9.0,9.0,0.0
V3,9.0,10.0,153148.06666666665
V3,9.0,11.0,49430.1
V3,9.0,12.0,31575.43333333333
V3,9.0,13.0,100174.46666666667
V3,9.0,14.0,78989.73333333332
V3,9.0,15.0,92510.1
V3,9.0,16.0,52753.13333333334
V3,9.0,17.0,20502.1
V3,9.0,18.0,144679.6
V3,9.0,19.0,64128.5
V3,9.0,20.0,121550.26666666668
V3,10.0,0.0,92159.7
V3,10.0,1.0,139462.36666666667
V3,10.0,2.0,141860.26666666666
V3,10.0,3.0,134630.33333333334
V3,10.0,4.0,100425.43333333333
V3,10.0,5.0,83613.56666666667
V3,10.0,6.0,150550.8
V3,10.0,7.0,126176.66666666667
V3,10.0,8.0,35217.53333333333
V3,10.0,9.0,152641.76666666666
V3,10.0,10.0,0.0
V3,10.0,11.0,157868.5
V3,10.0,12.0,135773.53333333333
V3,10.0,13.0,66541.36666666667
V3,10.0,14.0,86676.76666666668
V3,10.0,15.0,68770.4
V3,10.0,16.0,107740.06666666667
V3,10.0,17.0,146160.46666666667
V3,10.0,18.0,12538.1
V3,10.0,19.0,90629.26666666668
V3,10.0,20.0,36622.76666666666
V3,11.0,0.0,165411.1
V3,11.0,1.0,115079.6
V3,11.0,2.0,117477.9
V3,11.0,3.0,76036.5
V3,11.0,4.0,165327.53333333335
V3,11.0,5.0,142350.9
V3,11.0,6.0,85877.83333333333
V3,11.0,7.0,80047.83333333333
V3,11.0,8.0,154748.73333333334
V3,11.0,9.0,67224.46666666667
V3,11.0,10.0,182144.13333333333
V3,11.0,11.0,0.0
V3,11.0,12.0,72470.03333333333
V3,11.0,13.0,151952.73333333334
V3,11.0,14.0,133881.8
V3,11.0,15.0,125036.36666666667
V3,11.0,16.0,108797.93333333333
V3,11.0,17.0,86534.6
V3,11.0,18.0,173675.66666666666
V3,11.0,19.0,115690.3
V3,11.0,20.0,150546.33333333334
V3,12.0,0.0,98525.73333333332
V3,12.0,1.0,48194.23333333334
V3,12.0,2.0,50592.53333333333
V3,12.0,3.0,14794.366666666667
V3,12.0,4.0,98442.16666666667
V3,12.0,5.0,71841.76666666666
V3,12.0,6.0,30090.333333333332
V3,12.0,7.0,28949.533333333333
V3,12.0,8.0,97882.46666666667
V3,12.0,9.0,25322.8
V3,12.0,10.0,125277.86666666667
V3,12.0,11.0,48900.76666666666
V3,12.0,12.0,0.0
V3,12.0,13.0,81443.2
V3,12.0,14.0,63372.666666666664
V3,12.0,15.0,68170.1
V3,12.0,16.0,41912.566666666666
V3,12.0,17.0,25700.0
V3,12.0,18.0,116809.0
V3,12.0,19.0,48804.933333333334
V3,12.0,20.0,93680.06666666667
V3,13.0,0.0,47355.63333333334
V3,13.0,1.0,90384.73333333332
V3,13.0,2.0,92782.63333333333
V3,13.0,3.0,85552.7
V3,13.0,4.0,53156.2
V3,13.0,5.0,21290.833333333332
V3,13.0,6.0,101473.56666666667
V3,13.0,7.0,92690.56666666667
V3,13.0,8.0,46758.666666666664
V3,13.0,9.0,103564.53333333333
V3,13.0,10.0,58136.8
V3,13.0,11.0,125970.46666666667
V3,13.0,12.0,86695.9
V3,13.0,13.0,0.0
V3,13.0,14.0,27222.1
V3,13.0,15.0,35300.23333333334
V3,13.0,16.0,58662.833333333336
V3,13.0,17.0,97083.23333333332
V3,13.0,18.0,50870.03333333333
V3,13.0,19.0,48463.566666666666
V3,13.0,20.0,26591.0
V3,14.0,0.0,50431.566666666666
V3,14.0,1.0,56026.1
V3,14.0,2.0,58424.0
V3,14.0,3.0,50455.433333333334
V3,14.0,4.0,50348.4
V3,14.0,5.0,18337.3
V3,14.0,6.0,66375.9
V3,14.0,7.0,64610.6
V3,14.0,8.0,60704.333333333336
V3,14.0,9.0,68466.86666666667
V3,14.0,10.0,88099.73333333332
V3,14.0,11.0,98932.4
V3,14.0,12.0,51598.23333333334
V3,14.0,13.0,32558.9
V3,14.0,14.0,0.0
V3,14.0,15.0,25954.733333333334
V3,14.0,16.0,28169.4
V3,14.0,17.0,61985.566666666666
V3,14.0,18.0,79631.26666666668
V3,14.0,19.0,21469.166666666668
V3,14.0,20.0,50851.433333333334
V3,15.0,0.0,66350.66666666667
V3,15.0,1.0,80377.03333333333
V3,15.0,2.0,82775.33333333333
V3,15.0,3.0,75545.4
V3,15.0,4.0,66267.1
V3,15.0,5.0,24070.63333333333
V3,15.0,6.0,91465.86666666667
V3,15.0,7.0,71705.23333333334
V3,15.0,8.0,38473.066666666666
V3,15.0,9.0,93556.83333333333
V3,15.0,10.0,65868.46666666667
V3,15.0,11.0,103397.06666666667
V3,15.0,12.0,76688.6
V3,15.0,13.0,43473.166666666664
V3,15.0,14.0,27591.833333333332
V3,15.0,15.0,0.0
V3,15.0,16.0,48655.13333333334
V3,15.0,17.0,87075.53333333333
V3,15.0,18.0,57400.0
V3,15.0,19.0,33765.333333333336
V3,15.0,20.0,34270.666666666664
V3,16.0,0.0,63849.4
V3,16.0,1.0,47517.333333333336
V3,16.0,2.0,49915.63333333334
V3,16.0,3.0,41946.666666666664
V3,16.0,4.0,63765.833333333336
V3,16.0,5.0,37094.0
V3,16.0,6.0,57867.53333333333
V3,16.0,7.0,56101.833333333336
V3,16.0,8.0,77381.9
V3,16.0,9.0,59958.5
V3,16.0,10.0,104777.7
V3,16.0,11.0,90423.63333333333
V3,16.0,12.0,43089.86666666666
V3,16.0,13.0,60580.86666666666
V3,16.0,14.0,28624.9
V3,16.0,15.0,41774.666666666664
V3,16.0,16.0,0.0
V3,16.0,17.0,53477.2
V3,16.0,18.0,96308.83333333333
V3,16.0,19.0,12342.166666666666
V3,16.0,20.0,73300.0
V3,17.0,0.0,89931.53333333333
V3,17.0,1.0,39093.23333333334
V3,17.0,2.0,41491.13333333334
V3,17.0,3.0,35252.433333333334
V3,17.0,4.0,89847.96666666667
V3,17.0,5.0,73060.6
V3,17.0,6.0,5951.0
V3,17.0,7.0,49407.6
V3,17.0,8.0,111858.33333333333
V3,17.0,9.0,18702.933333333334
V3,17.0,10.0,139253.73333333334
V3,17.0,11.0,83729.4
V3,17.0,12.0,33958.066666666666
V3,17.0,13.0,86279.73333333332
V3,17.0,14.0,65095.4
V3,17.0,15.0,78615.36666666667
V3,17.0,16.0,38858.4
V3,17.0,17.0,0.0
V3,17.0,18.0,130785.26666666668
V3,17.0,19.0,50234.166666666664
V3,17.0,20.0,107655.93333333333
V3,18.0,0.0,76462.83333333333
V3,18.0,1.0,128238.06666666667
V3,18.0,2.0,130636.36666666667
V3,18.0,3.0,123406.43333333333
V3,18.0,4.0,84728.96666666667
V3,18.0,5.0,67065.23333333334
V3,18.0,6.0,139326.9
V3,18.0,7.0,114952.36666666667
V3,18.0,8.0,27141.666666666668
V3,18.0,9.0,141417.86666666667
V3,18.0,10.0,12092.866666666667
V3,18.0,11.0,146644.2
V3,18.0,12.0,124549.63333333333
V3,18.0,13.0,54818.2
V3,18.0,14.0,75452.86666666667
V3,18.0,15.0,57546.5
V3,18.0,16.0,96516.16666666667
V3,18.0,17.0,134936.56666666665
V3,18.0,18.0,0.0
V3,18.0,19.0,79405.36666666667
V3,18.0,20.0,25683.533333333333
V3,19.0,0.0,72301.4
V3,19.0,1.0,45173.8
V3,19.0,2.0,47571.7
V3,19.0,3.0,39603.13333333334
V3,19.0,4.0,72217.83333333333
V3,19.0,5.0,33913.2
V3,19.0,6.0,55523.6
V3,19.0,7.0,53758.3
V3,19.0,8.0,76815.93333333333
V3,19.0,9.0,57614.566666666666
V3,19.0,10.0,104211.33333333333
V3,19.0,11.0,88080.1
V3,19.0,12.0,40745.933333333334
V3,19.0,13.0,57399.666666666664
V3,19.0,14.0,25444.1
V3,19.0,15.0,41208.3
V3,19.0,16.0,12750.033333333335
V3,19.0,17.0,51133.26666666666
V3,19.0,18.0,95742.46666666667
V3,19.0,19.0,0.0
V3,19.0,20.0,72733.63333333333
V3,20.0,0.0,56728.73333333334
V3,20.0,1.0,102723.13333333333
V3,20.0,2.0,105121.43333333333
V3,20.0,3.0,97891.5
V3,20.0,4.0,64994.46666666667
V3,20.0,5.0,40062.5
V3,20.0,6.0,113811.96666666667
V3,20.0,7.0,95572.36666666667
V3,20.0,8.0,29936.033333333333
V3,20.0,9.0,115902.93333333333
V3,20.0,10.0,36030.73333333334
V3,20.0,11.0,127264.2
V3,20.0,12.0,99034.3
V3,20.0,13.0,27815.86666666667
V3,20.0,14.0,50718.73333333334
V3,20.0,15.0,38304.7
V3,20.0,16.0,71001.23333333334
V3,20.0,17.0,109421.63333333333
V3,20.0,18.0,29251.966666666667
V3,20.0,19.0,60801.96666666667
V3,20.0,20.0,0.0
