Tiempo,Desde,Hacia
1359.1,2,32
733.4,2,33
1531.4,2,34
1144.4,2,35
1230.3,2,36
654.1,2,37
583.8,2,38
2090.4,2,39
892.9,2,40
1746.8,2,41
974.2,3,0
707.6,3,1
995.7,3,2
0.0,3,3
1749.3,3,4
2199.6,3,5
2190.6,3,6
1820.7,3,7
1057.1,3,8
951.8,3,9
997.2,3,10
1812.6,3,11
2063.7,3,12
1411.1,3,13
1377.2,3,14
1441.1,3,15
909.9,3,16
1130.1,3,17
1456.0,3,18
927.1,3,19
670.2,3,20
607.2,3,21
1843.1,3,22
1306.0,3,23
1809.1,3,24
1362.2,3,25
86.2,3,26
2553.8,3,27
2076.1,3,28
587.4,3,29
427.3,3,30
2471.3,3,31
715.3,3,32
600.7,3,33
1842.9,3,34
1423.7,3,35
1497.6,3,36
1002.9,3,37
734.9,3,38
2305.5,3,39
1152.8,3,40
1961.9,3,41
1211.1,4,0
1382.3,4,1
1490.1,4,2
1683.6,4,3
0.0,4,4
820.5,4,5
842.7,4,6
426.3,4,7
1551.5,4,8
1338.1,4,9
1348.2,4,10
317.7,4,11
715.8,4,12
1182.9,4,13
1158.5,4,14
1320.6,4,15
1446.8,4,16
1100.2,4,17
542.3,4,18
1059.9,4,19
1708.3,4,20
1667.0,4,21
448.7,4,22
605.2,4,23
696.6,4,24
700.3,4,25
1713.5,4,26
1049.2,4,27
728.2,4,28
1474.6,4,29
1802.9,4,30
966.7,4,31
1826.1,4,32
1436.2,4,33
722.8,4,34
808.7,4,35
556.8,4,36
1155.8,4,37
1597.4,4,38
800.9,4,39
1014.6,4,40
567.5,4,41
1447.6,5,0
1609.8,5,1
1717.6,5,2
2076.5,5,3
909.0,5,4
0.0,5,5
181.5,5,6
597.1,5,7
1779.0,5,8
1565.6,5,9
1843.9,5,10
862.1,5,11
483.1,5,12
1405.0,5,13
1380.6,5,14
1542.7,5,15
1674.3,5,16
1356.2,5,17
1080.1,5,18
1287.4,5,19
2204.0,5,20
2162.7,5,21
697.0,5,22
1160.1,5,23
713.9,5,24
1178.2,5,25
2088.6,5,26
1050.5,5,27
524.2,5,28
1866.7,5,29
2030.4,5,30
688.9,5,31
2249.8,5,32
1663.7,5,33
740.1,5,34
1003.1,5,35
1055.5,5,36
1383.3,5,37
1824.9,5,38
598.4,5,39
1251.1,5,40
386.3,5,41
1446.0,6,0
1608.2,6,1
1716.0,6,2
2074.9,6,3
1005.7,6,4
179.3,6,5
0.0,6,6
664.4,6,7
1777.4,6,8
1564.0,6,9
1842.3,6,10
990.6,6,11
481.5,6,12
1403.4,6,13
1379.0,6,14
1541.1,6,15
1672.7,6,16
1354.6,6,17
1078.5,6,18
1285.8,6,19
2202.4,6,20
2161.1,6,21
764.3,6,22
1203.2,6,23
712.3,6,24
1176.6,6,25
2087.0,6,26
1179.0,6,27
522.6,6,28
1865.1,6,29
2028.8,6,30
864.6,6,31
2248.2,6,32
1662.1,6,33
738.5,6,34
1001.5,6,35
1053.9,6,36
1381.7,6,37
1823.3,6,38
726.9,6,39
1249.5,6,40
514.8,6,41
1010.2,7,0
1172.4,7,1
1280.2,7,2
1639.1,7,3
503.0,7,4
483.9,7,5
474.9,7,6
0.0,7,7
1341.6,7,8
1128.2,7,9
1406.5,7,10
628.8,7,11
348.0,7,12
1019.9,7,13
995.5,7,14
1157.6,7,15
1236.9,7,16
918.8,7,17
642.7,7,18
850.0,7,19
1766.6,7,20
1725.3,7,21
187.9,7,22
700.5,7,23
328.8,7,24
740.8,7,25
1651.2,7,26
1257.0,7,27
360.4,7,28
1429.3,7,29
1593.0,7,30
1029.8,7,31
1812.4,7,32
1226.3,7,33
355.0,7,34
618.0,7,35
618.1,7,36
945.9,7,37
1387.5,7,38
853.5,7,39
813.7,7,40
326.0,7,41
525.0,8,0
489.9,8,1
244.3,8,2
1106.2,8,3
1494.2,8,4
1880.3,8,5
1871.3,8,6
1559.7,8,7
0.0,8,8
502.6,8,9
984.9,8,10
1557.5,8,11
1687.2,8,12
961.9,8,13
928.0,8,14
991.9,8,15
254.7,8,16
859.1,8,17
1178.2,8,18
581.4,8,19
1298.2,8,20
1235.2,8,21
1588.0,8,22
1050.9,8,23
1432.0,8,24
1019.0,8,25
1118.3,8,26
2298.7,8,27
1680.7,8,28
896.4,8,29
804.5,8,30
2216.2,8,31
1319.1,8,32
693.4,8,33
1491.4,8,34
1104.4,8,35
1190.3,8,36
614.1,8,37
672.4,8,38
2050.4,8,39
852.9,8,40
1706.8,8,41
231.7,9,0
613.4,9,1
615.9,9,2
1238.6,9,3
1240.5,9,4
1643.3,9,5
1634.3,9,6
1319.0,9,7
677.3,9,8
0.0,9,9
1117.3,9,10
1310.6,9,11
1393.9,9,12
668.6,9,13
634.7,9,14
698.6,9,15
404.3,9,16
565.8,9,17
884.9,9,18
703.4,9,19
1430.6,9,20
1367.6,9,21
1341.4,9,22
804.3,9,23
1138.7,9,24
725.7,9,25
1250.7,9,26
2051.8,9,27
1387.4,9,28
1028.8,9,29
1121.3,9,30
1969.3,9,31
1451.5,9,32
825.8,9,33
1198.1,9,34
811.9,9,35
897.0,9,36
381.0,9,37
842.8,9,38
1803.5,9,39
619.8,9,40
1460.2,9,41
1025.8,10,0
759.2,10,1
1029.7,10,2
732.0,10,3
1492.6,10,4
1967.0,10,5
1980.4,10,6
1564.0,10,7
1091.1,10,8
1003.4,10,9
0.0,10,10
1555.9,10,11
1853.5,10,12
1462.7,10,13
1428.8,10,14
1492.7,10,15
961.5,10,16
1164.1,10,17
1199.3,10,18
829.5,10,19
557.3,10,20
516.0,10,21
1586.4,10,22
1049.3,10,23
1666.0,10,24
1125.6,10,25
761.9,10,26
2297.1,10,27
1865.9,10,28
523.0,10,29
966.6,10,30
2214.6,10,31
874.5,10,32
545.8,10,33
1725.4,10,34
1314.9,10,35
1240.9,10,36
1036.9,10,37
878.8,10,38
2048.8,10,39
1148.0,10,40
1705.2,10,41
1103.4,11,0
1345.8,11,1
1453.6,11,2
1658.5,11,3
386.4,11,4
918.3,11,5
1014.3,11,6
597.9,11,7
1515.0,11,8
1233.0,11,9
1323.1,11,10
0.0,11,11
887.4,11,12
1146.4,11,13
1122.0,11,14
1284.1,11,15
1410.3,11,16
1063.7,11,17
510.5,11,18
1023.4,11,19
1683.2,11,20
1641.9,11,21
620.3,11,22
529.9,11,23
868.2,11,24
643.1,11,25
1688.4,11,26
935.2,11,27
899.8,11,28
1449.5,11,29
1766.4,11,30
929.4,11,31
1801.0,11,32
1399.7,11,33
894.4,11,34
772.2,11,35
520.3,11,36
1119.3,11,37
1560.9,11,38
763.6,11,39
906.9,11,40
739.1,11,41
1132.7,12,0
1385.9,12,1
1493.7,12,2
1852.6,12,3
902.1,12,4
480.8,12,5
471.8,12,6
560.8,12,7
1555.1,12,8
1251.9,12,9
1620.0,12,10
1027.9,12,11
0.0,12,12
1038.3,12,13
1013.9,12,14
1176.0,12,15
1450.4,12,16
1049.2,12,17
810.2,12,18
1063.5,12,19
1980.1,12,20
1938.8,12,21
660.7,12,22
938.0,12,23
370.6,12,24
908.3,12,25
1864.7,12,26
1480.5,12,27
386.0,12,28
1642.8,12,29
1806.5,12,30
1166.1,12,31
2025.9,12,32
1439.8,12,33
370.7,12,34
636.4,12,35
785.6,12,36
1159.4,12,37
1601.0,12,38
1028.4,12,39
1027.2,12,40
734.8,12,41
720.1,13,0
1084.4,13,1
1299.2,13,2
1705.6,13,3
1139.2,13,4
1421.6,13,5
1412.6,13,6
1111.4,13,7
1360.6,13,8
839.3,13,9
1584.3,13,10
1202.5,13,11
1157.2,13,12
0.0,13,13
245.4,13,14
286.9,13,15
1095.2,13,16
846.1,13,17
838.8,13,18
1098.8,13,19
1897.6,13,20
1834.6,13,21
1177.5,13,22
966.6,13,23
894.3,13,24
936.9,13,25
1717.7,13,26
1943.7,13,27
1165.7,13,28
1495.8,13,29
1592.3,13,30
1861.2,13,31
1918.5,13,32
1292.8,13,33
953.7,13,34
567.5,13,35
814.2,13,36
758.0,13,37
1313.8,13,38
1695.4,13,39
964.9,13,40
1357.7,13,41
607.2,14,0
971.5,14,1
1186.3,14,2
1592.7,14,3
1140.6,14,4
1423.0,14,5
1414.0,14,6
1112.8,14,7
1247.7,14,8
726.4,14,9
1471.4,14,10
1203.9,14,11
1158.6,14,12
108.0,14,13
0.0,14,14
249.5,14,15
982.3,14,16
733.2,14,17
840.2,14,18
1088.7,14,19
1784.7,14,20
1721.7,14,21
1178.9,14,22
968.0,14,23
895.7,14,24
910.6,14,25
1604.8,14,26
1945.1,14,27
1167.1,14,28
1382.9,14,29
1479.4,14,30
1862.6,14,31
1805.6,14,32
1179.9,14,33
955.1,14,34
568.9,14,35
815.6,14,36
645.1,14,37
1200.9,14,38
1696.8,14,39
858.0,14,40
1359.1,14,41
619.1,15,0
983.4,15,1
1198.2,15,2
1604.6,15,3
1237.3,15,4
1519.7,15,5
1510.7,15,6
1209.5,15,7
1259.6,15,8
738.3,15,9
1483.3,15,10
1300.6,15,11
1255.3,15,12
175.3,15,13
236.9,15,14
0.0,15,15
994.2,15,16
745.1,15,17
936.9,15,18
1100.6,15,19
1796.6,15,20
1733.6,15,21
1275.6,15,22
1001.1,15,23
992.4,15,24
922.5,15,25
1616.7,15,26
2041.8,15,27
1263.8,15,28
1394.8,15,29
1491.3,15,30
1959.3,15,31
1817.5,15,32
1191.8,15,33
1051.8,15,34
665.6,15,35
912.3,15,36
657.0,15,37
1212.8,15,38
1793.5,15,39
869.9,15,40
1455.8,15,41
303.0,16,0
294.8,16,1
291.1,16,2
911.1,16,3
1299.1,16,4
1685.2,16,5
1676.2,16,6
1364.6,16,7
352.5,16,8
280.6,16,9
789.8,16,10
1362.4,16,11
1465.2,16,12
739.9,16,13
706.0,16,14
769.9,16,15
0.0,16,16
637.1,16,17
956.2,16,18
386.3,16,19
1103.1,16,20
1040.1,16,21
1392.9,16,22
855.8,16,23
1210.0,16,24
797.0,16,25
923.2,16,26
2103.6,16,27
1458.7,16,28
701.3,16,29
802.7,16,30
2021.1,16,31
1124.0,16,32
498.3,16,33
1269.4,16,34
883.2,16,35
968.3,16,36
405.0,16,37
524.2,16,38
1855.3,16,39
667.1,16,40
1511.7,16,41
425.9,17,0
666.4,17,1
774.2,17,2
1109.6,17,3
915.3,17,4
1325.1,17,5
1316.1,17,6
993.8,17,7
835.6,17,8
555.5,17,9
988.3,17,10
985.4,17,11
1169.8,17,12
608.4,17,13
574.5,17,14
638.4,17,15
730.9,17,16
0.0,17,17
559.7,17,18
565.2,17,19
1301.6,17,20
1238.6,17,21
1016.2,17,22
479.1,17,23
906.9,17,24
400.5,17,25
1121.7,17,26
1726.6,17,27
1201.6,17,28
899.8,17,29
1063.5,17,30
1644.1,17,31
1322.5,17,32
696.8,17,33
966.3,17,34
500.8,17,35
571.8,17,36
445.0,17,37
858.0,17,38
1478.3,17,39
348.3,17,40
1135.0,17,41
909.9,18,0
1092.7,18,1
1200.5,18,2
1386.7,18,3
412.6,18,4
887.0,18,5
900.4,18,6
484.0,18,7
1261.9,18,8
1039.5,18,9
1051.3,18,10
475.9,18,11
773.5,18,12
893.3,18,13
868.9,18,14
1031.0,18,15
1157.2,18,16
810.6,18,17
0.0,18,18
770.3,18,19
1411.4,18,20
1370.1,18,21
506.4,18,22
308.3,18,23
689.3,18,24
399.1,18,25
1416.6,18,26
1217.1,18,27
785.9,18,28
1177.7,18,29
1513.3,18,30
1134.6,18,31
1529.2,18,32
1146.6,18,33
748.7,18,34
519.1,18,35
156.2,18,36
866.2,18,37
1307.8,18,38
968.8,18,39
713.4,18,40
625.2,18,41
550.0,19,0
490.6,19,1
598.4,19,2
957.3,19,3
1059.8,19,4
1480.6,19,5
1471.6,19,6
1131.2,19,7
659.8,19,8
527.6,19,9
714.9,19,10
1123.1,19,11
1344.7,19,12
986.9,19,13
953.0,19,14
1016.9,19,15
555.1,19,16
638.6,19,17
766.5,19,18
0.0,19,19
1075.0,19,20
1033.7,19,21
1153.6,19,22
616.5,19,23
1090.1,19,24
677.4,19,25
969.4,19,26
1864.3,19,27
1357.1,19,28
747.5,19,29
911.2,19,30
1781.8,19,31
1130.6,19,32
544.5,19,33
1123.9,19,34
704.7,19,35
808.1,19,36
511.4,19,37
705.7,19,38
1616.0,19,39
537.8,19,40
1272.4,19,41
1249.0,20,0
982.4,20,1
1270.5,20,2
467.5,20,3
1672.2,20,4
2146.6,20,5
2160.0,20,6
1743.6,20,7
1331.9,20,8
1226.6,20,9
603.1,20,10
1735.5,20,11
2033.1,20,12
1685.9,20,13
1652.0,20,14
1715.9,20,15
1184.7,20,16
1404.9,20,17
1378.9,20,18
1009.1,20,19
0.0,20,20
228.8,20,21
1766.0,20,22
1228.9,20,23
1845.6,20,24
1305.2,20,25
497.4,20,26
2476.7,20,27
2045.5,20,28
603.8,20,29
702.1,20,30
2394.2,20,31
645.5,20,32
875.1,20,33
1905.0,20,34
1566.8,20,35
1420.5,20,36
1277.7,20,37
1009.7,20,38
2228.4,20,39
1399.9,20,40
1884.8,20,41
1269.3,21,0
1002.7,21,1
1273.2,21,2
502.8,21,3
1572.5,21,4
2046.9,21,5
2060.3,21,6
1643.9,21,7
1334.6,21,8
1246.9,21,9
503.4,21,10
1635.8,21,11
1933.4,21,12
1706.2,21,13
1672.3,21,14
1736.2,21,15
1205.0,21,16
1407.6,21,17
1279.2,21,18
909.4,21,19
286.4,21,20
0.0,21,21
1666.3,21,22
1129.2,21,23
1745.9,21,24
1205.5,21,25
532.7,21,26
2377.0,21,27
1945.8,21,28
514.7,21,29
737.4,21,30
2294.5,21,31
645.3,21,32
786.0,21,33
1805.3,21,34
1467.1,21,35
1320.8,21,36
1280.4,21,37
1045.0,21,38
2128.7,21,39
1300.2,21,40
1785.1,21,41
1107.0,22,0
1269.2,22,1
1377.0,22,2
1735.9,22,3
485.3,22,4
689.0,22,5
680.0,22,6
244.9,22,7
1438.4,22,8
1225.0,22,9
1425.8,22,10
562.9,22,11
553.1,22,12
1164.7,22,13
1140.3,22,14
1302.4,22,15
1333.7,22,16
1015.6,22,17
671.9,22,18
946.8,22,19
1785.9,22,20
1744.6,22,21
0.0,22,22
682.8,22,23
533.9,22,24
768.7,22,25
1748.0,22,26
1191.1,22,27
565.5,22,28
1526.1,22,29
1689.8,22,30
1093.3,22,31
1903.7,22,32
1323.1,22,33
525.1,22,34
762.8,22,35
622.0,22,36
1042.7,22,37
1484.3,22,38
883.8,22,39
910.5,22,40
427.2,22,41
680.9,23,0
991.7,23,1
1099.5,23,2
1375.3,23,3
505.6,23,4
992.4,23,5
1005.8,23,6
589.4,23,7
1160.9,23,8
810.5,23,9
1039.9,23,10
575.7,23,11
878.9,23,12
820.7,23,13
796.3,23,14
958.4,23,15
1056.2,23,16
670.1,23,17
150.0,23,18
669.3,23,19
1400.0,23,20
1358.7,23,21
611.8,23,22
0.0,23,23
616.7,23,24
170.1,23,25
1405.2,23,26
1316.9,23,27
891.3,23,28
1166.3,23,29
1412.3,23,30
1234.4,23,31
1517.8,23,32
1045.6,23,33
676.1,23,34
446.5,23,35
191.6,23,36
700.0,23,37
1206.8,23,38
1068.6,23,39
484.4,23,40
730.6,23,41
849.8,24,0
1103.0,24,1
1210.8,24,2
1569.7,24,3
767.0,24,4
673.2,24,5
664.2,24,6
393.0,24,7
1272.2,24,8
969.0,24,9
1337.1,24,10
830.3,24,11
392.0,24,12
755.4,24,13
731.0,24,14
893.1,24,15
1167.5,24,16
766.3,24,17
527.3,24,18
780.6,24,19
1697.2,24,20
1655.9,24,21
416.8,24,22
655.1,24,23
0.0,24,24
625.4,24,25
1581.8,24,26
1540.7,24,27
549.7,24,28
1359.9,24,29
1523.6,24,30
1323.2,24,31
1743.0,24,32
1156.9,24,33
76.3,24,34
353.5,24,35
502.7,24,36
876.5,24,37
1318.1,24,38
1146.9,24,39
744.3,24,40
619.4,24,41
603.1,25,0
913.9,25,1
1021.7,25,2
1333.2,25,3
587.6,25,4
1062.0,25,5
1075.4,25,6
659.0,25,7
1083.1,25,8
732.7,25,9
997.8,25,10
650.9,25,11
948.5,25,12
945.0,25,13
920.6,25,14
1029.7,25,15
978.4,25,16
592.3,25,17
276.3,25,18
591.5,25,19
1357.9,25,20
1316.6,25,21
681.4,25,22
126.3,25,23
741.0,25,24
0.0,25,25
1363.1,25,26
1392.1,25,27
960.9,25,28
1124.2,25,29
1334.5,25,30
1309.6,25,31
1475.7,25,32
967.8,25,33
800.4,25,34
570.8,25,35
290.3,25,36
622.2,25,37
1129.0,25,38
1143.8,25,39
406.6,25,40
800.2,25,41
893.2,26,0
626.6,26,1
914.7,26,2
190.6,26,3
1668.3,26,4
2118.6,26,5
2109.6,26,6
1739.7,26,7
976.1,26,8
870.8,26,9
916.2,26,10
1731.6,26,11
1982.7,26,12
1330.1,26,13
1296.2,26,14
1360.1,26,15
828.9,26,16
1049.1,26,17
1375.0,26,18
846.1,26,19
770.2,26,20
707.2,26,21
1762.1,26,22
1225.0,26,23
1728.1,26,24
1281.2,26,25
0.0,26,26
2472.8,26,27
1995.1,26,28
546.0,26,29
349.3,26,30
2390.3,26,31
826.0,26,32
519.7,26,33
1761.9,26,34
1342.7,26,35
1416.6,26,36
921.9,26,37
656.9,26,38
2224.5,26,39
1071.8,26,40
1880.9,26,41
1922.5,27,0
2164.9,27,1
2272.7,27,2
2477.6,27,3
1130.8,27,4
1059.8,27,5
1184.4,27,6
1308.9,27,7
2334.1,27,8
2052.1,27,9
2142.2,27,10
867.9,27,11
1479.4,27,12
1965.5,27,13
1941.1,27,14
2103.2,27,15
2229.4,27,16
1882.8,27,17
1329.6,27,18
1842.5,27,19
2502.3,27,20
2461.0,27,21
1333.8,27,22
1349.0,27,23
1579.2,27,24
1462.2,27,25
2507.5,27,26
0.0,27,27
1520.5,27,28
2268.6,27,29
2585.5,27,30
701.0,27,31
2620.1,27,32
2218.8,27,33
1605.4,27,34
1591.3,27,35
1339.4,27,36
1938.4,27,37
2380.0,27,38
535.2,27,39
1726.0,27,40
1093.8,27,41
1137.2,28,0
1461.8,28,1
1569.6,28,2
1928.5,28,3
859.3,28,4
469.1,28,5
460.1,28,6
518.0,28,7
1631.0,28,8
1256.4,28,9
1695.9,28,10
985.1,28,11
359.0,28,12
1082.7,28,13
1058.3,28,14
1220.4,28,15
1512.3,28,16
1208.2,28,17
932.1,28,18
1139.4,28,19
2056.0,28,20
2014.7,28,21
617.9,28,22
1056.8,28,23
564.6,28,24
1030.2,28,25
1940.6,28,26
1468.8,28,27
0.0,28,28
1718.7,28,29
1882.4,28,30
1154.4,28,31
2101.8,28,32
1515.7,28,33
590.8,28,34
818.2,28,35
907.5,28,36
1175.1,28,37
1676.9,28,38
1016.7,28,39
1103.1,28,40
692.0,28,41
826.9,29,0
560.3,29,1
848.4,29,2
545.9,29,3
1485.6,29,4
1960.0,29,5
1973.4,29,6
1557.0,29,7
909.8,29,8
804.5,29,9
584.2,29,10
1548.9,29,11
1846.5,29,12
1263.8,29,13
1229.9,29,14
1293.8,29,15
762.6,29,16
982.8,29,17
1192.3,29,18
779.8,29,19
667.5,29,20
604.5,29,21
1579.4,29,22
1042.3,29,23
1616.7,29,24
1118.6,29,25
575.8,29,26
2290.1,29,27
1858.9,29,28
0.0,29,29
649.7,29,30
2207.6,29,31
688.4,29,32
327.0,29,33
1650.5,29,34
1231.3,29,35
1233.9,29,36
855.6,29,37
588.5,29,38
2041.8,29,39
1005.5,29,40
1698.2,29,41
775.0,30,0
508.4,30,1
807.3,30,2
448.4,30,3
1783.8,30,4
2172.3,30,5
2163.3,30,6
1851.7,30,7
868.7,30,8
752.6,30,9
1059.1,30,10
1849.5,30,11
1937.2,30,12
1211.9,30,13
1178.0,30,14
1241.9,30,15
710.7,30,16
1109.1,30,17
1428.2,30,18
873.4,30,19
998.1,30,20
935.1,30,21
1880.0,30,22
1342.9,30,23
1682.0,30,24
1269.0,30,25
493.3,30,26
2590.7,30,27
1930.7,30,28
739.6,30,29
0.0,30,30
2508.2,30,31
1053.9,30,32
691.9,30,33
1741.4,30,34
1355.2,30,35
1440.3,30,36
877.0,30,37
381.9,30,38
2342.4,30,39
1139.1,30,40
1998.8,30,41
1839.5,31,0
2081.9,31,1
2189.7,31,2
2394.6,31,3
1061.1,31,4
678.8,31,5
803.4,31,6
1100.4,31,7
2251.1,31,8
1969.1,31,9
2059.2,31,10
784.9,31,11
1098.4,31,12
1882.5,31,13
1858.1,31,14
2020.2,31,15
2146.4,31,16
1799.8,31,17
1246.6,31,18
1759.5,31,19
2419.3,31,20
2378.0,31,21
1200.3,31,22
1266.0,31,23
1278.7,31,24
1379.2,31,25
2424.5,31,26
683.2,31,27
1139.5,31,28
2185.6,31,29
2502.5,31,30
0.0,31,31
2537.1,31,32
2135.8,31,33
1304.9,31,34
1508.3,31,35
1256.4,31,36
1855.4,31,37
2297.0,31,38
270.3,31,39
1643.0,31,40
853.1,31,41
1735.1,32,0
1468.5,32,1
1756.6,32,2
925.0,32,3
2457.2,32,4
2931.6,32,5
2945.0,32,6
2528.6,32,7
1818.0,32,8
1712.7,32,9
1482.6,32,10
2520.5,32,11
2818.1,32,12
2172.0,32,13
2138.1,32,14
2202.0,32,15
1670.8,32,16
1891.0,32,17
2163.9,32,18
1688.0,32,19
1141.2,32,20
1078.2,32,21
2551.0,32,22
2013.9,32,23
2570.0,32,24
2090.2,32,25
954.9,32,26
3261.7,32,27
2830.5,32,28
1058.4,32,29
1188.2,32,30
3179.2,32,31
0.0,32,32
1329.7,32,33
2603.8,32,34
2184.6,32,35
2205.5,32,36
1763.8,32,37
1495.8,32,38
3013.4,32,39
1913.7,32,40
2669.8,32,41
719.4,33,0
452.8,33,1
740.9,33,2
537.7,33,3
1419.6,33,4
1869.9,33,5
1860.9,33,6
1491.0,33,7
802.3,33,8
697.0,33,9
592.6,33,10
1482.9,33,11
1734.0,33,12
1156.3,33,13
1122.4,33,14
1186.3,33,15
655.1,33,16
875.3,33,17
1126.3,33,18
647.7,33,19
773.4,33,20
710.4,33,21
1513.4,33,22
976.3,33,23
1479.4,33,24
1052.6,33,25
549.8,33,26
2224.1,33,27
1746.4,33,28
249.0,33,29
564.0,33,30
2141.6,33,31
794.3,33,32
0.0,33,33
1513.2,33,34
1094.0,33,35
1167.9,33,36
748.1,33,37
502.8,33,38
1975.8,33,39
898.0,33,40
1632.2,33,41
891.4,34,0
1144.6,34,1
1252.4,34,2
1611.3,34,3
765.5,34,4
654.4,34,5
645.4,34,6
351.9,34,7
1313.8,34,8
1010.6,34,9
1378.7,34,10
871.9,34,11
387.7,34,12
797.0,34,13
772.6,34,14
934.7,34,15
1209.1,34,16
807.9,34,17
568.9,34,18
822.2,34,19
1738.8,34,20
1697.5,34,21
417.9,34,22
696.7,34,23
79.6,34,24
667.0,34,25
1623.4,34,26
1519.5,34,27
530.9,34,28
1401.5,34,29
1565.2,34,30
1302.0,34,31
1784.6,34,32
1198.5,34,33
0.0,34,34
395.1,34,35
544.3,34,36
918.1,34,37
1359.7,34,38
1125.7,34,39
785.9,34,40
598.2,34,41
627.7,35,0
823.5,35,1
931.3,35,2
1266.7,35,3
783.2,35,4
1077.0,35,5
1068.0,35,6
756.4,35,7
992.7,35,8
746.9,35,9
1145.4,35,10
846.5,35,11
861.4,35,12
533.3,35,13
508.9,35,14
671.0,35,15
888.0,35,16
462.4,35,17
482.8,35,18
607.0,35,19
1458.7,35,20
1395.7,35,21
821.5,35,22
609.3,35,23
598.5,35,24
530.7,35,25
1278.8,35,26
1587.7,35,27
953.5,35,28
1056.9,35,29
1220.6,35,30
1505.2,35,31
1479.6,35,32
853.9,35,33
657.9,35,34
0.0,35,35
458.2,35,36
607.8,35,37
1015.1,35,38
1339.4,35,39
425.9,35,40
1002.7,35,41
879.7,36,0
1067.5,36,1
1175.3,36,2
1445.9,36,3
483.0,36,4
957.4,36,5
970.8,36,6
554.4,36,7
1236.7,36,8
1009.3,36,9
1110.5,36,10
546.3,36,11
843.9,36,12
868.1,36,13
843.7,36,14
1005.8,36,15
1132.0,36,16
785.4,36,17
70.4,36,18
745.1,36,19
1470.6,36,20
1429.3,36,21
576.8,36,22
367.5,36,23
664.1,36,24
368.9,36,25
1475.8,36,26
1287.5,36,27
856.3,36,28
1236.9,36,29
1488.1,36,30
1205.0,36,31
1588.4,36,32
1121.4,36,33
723.5,36,34
493.9,36,35
0.0,36,36
841.0,36,37
1282.6,36,38
1039.2,36,39
683.2,36,40
695.6,36,41
256.5,37,0
569.0,37,1
702.2,37,2
1037.6,37,3
1084.7,37,4
1487.1,37,5
1478.1,37,6
1163.2,37,7
763.6,37,8
234.1,37,9
916.3,37,10
1154.8,37,11
1314.9,37,12
693.3,37,13
659.4,37,14
723.3,37,15
550.0,37,16
337.8,37,17
729.1,37,18
510.4,37,19
1229.6,37,20
1166.6,37,21
1185.6,37,22
648.5,37,23
1052.0,37,24
569.9,37,25
1049.7,37,26
1896.0,37,27
1363.6,37,28
827.8,37,29
991.5,37,30
1813.5,37,31
1250.5,37,32
624.8,37,33
1111.4,37,34
645.9,37,35
741.2,37,36
0.0,37,37
786.0,37,38
1647.7,37,39
302.9,37,40
1304.4,37,41
567.6,38,0
301.0,38,1
599.9,38,2
712.3,38,3
1576.4,38,4
1964.9,38,5
1955.9,38,6
1644.3,38,7
661.3,38,8
545.2,38,9
886.8,38,10
1642.1,38,11
1729.8,38,12
1004.5,38,13
970.6,38,14
1034.5,38,15
503.3,38,16
901.7,38,17
1220.8,38,18
666.0,38,19
1200.1,38,20
1137.1,38,21
1672.6,38,22
1135.5,38,23
1474.6,38,24
1061.6,38,25
757.2,38,26
2383.3,38,27
1723.3,38,28
762.4,38,29
337.6,38,30
2300.8,38,31
1221.0,38,32
559.4,38,33
