Distancia,Desde,Hacia
1537.3,7,4
8065.0,7,5
25682.0,7,6
0.0,7,7
7868.4,7,8
20475.9,7,9
10090.9,7,10
19729.6,7,11
15036.7,7,12
23918.9,7,13
13685.4,7,14
17490.7,7,15
11130.2,7,16
7710.7,7,17
22978.5,7,18
26822.9,7,19
30262.5,7,20
14128.4,7,21
25015.7,7,22
13976.4,7,23
19890.2,7,24
21837.2,7,25
31641.2,7,26
23043.6,7,27
9441.5,7,28
10120.1,7,29
11557.6,7,30
10183.0,7,31
16637.1,7,32
18227.7,7,33
14345.1,7,34
13961.8,7,35
8899.0,8,0
16296.4,8,1
21440.4,8,2
8978.2,8,3
6976.0,8,4
11389.0,8,5
23945.6,8,6
7167.2,8,7
0.0,8,8
12771.8,8,9
6827.7,8,10
26485.4,8,11
13300.3,8,12
22182.6,8,13
9848.7,8,14
12388.7,8,15
7372.1,8,16
9922.8,8,17
21242.1,8,18
25086.5,8,19
28526.1,8,20
12392.0,8,21
23279.3,8,22
6935.9,8,23
24760.4,8,24
16735.2,8,25
29904.8,8,26
21307.3,8,27
2934.7,8,28
8112.5,8,29
9821.3,8,30
14883.1,8,31
23568.2,8,32
13125.6,8,33
12608.7,8,34
6921.3,8,35
8503.7,9,0
20545.2,9,1
25689.2,9,2
8010.2,9,3
18888.8,9,4
17705.6,9,5
22891.2,9,6
20234.5,9,7
11691.9,9,8
0.0,9,9
12545.4,9,10
30734.2,9,11
13982.7,9,12
26431.4,9,13
7293.3,9,14
4068.4,9,15
8951.0,9,16
16082.4,9,17
21581.0,9,18
29335.3,9,19
27471.7,9,20
10378.5,9,21
27528.1,9,22
6314.3,9,23
29009.2,9,24
4931.8,9,25
30243.7,9,26
25556.0,9,27
11237.8,9,28
14589.1,9,29
10637.4,9,30
19131.9,9,31
27817.0,9,32
3160.1,9,33
15296.7,9,34
5654.5,9,35
10310.2,10,0
18801.9,10,1
23945.9,10,2
10389.5,10,3
9358.1,10,4
15995.1,10,5
26451.1,10,6
9549.4,10,7
4831.4,10,8
14183.0,10,9
0.0,10,10
28990.9,10,11
15805.8,10,12
24688.0,10,13
11259.9,10,14
11887.7,10,15
8783.3,10,16
13499.5,10,17
23747.6,10,18
27592.0,10,19
31031.6,10,20
14359.8,10,21
25784.8,10,22
8347.1,10,23
27265.9,10,24
16234.3,10,25
32410.3,10,26
23812.7,10,27
6511.4,10,28
11689.2,10,29
12723.7,10,30
17388.6,10,31
26073.7,10,32
12624.7,10,33
15114.2,10,34
8332.5,10,35
22654.6,11,0
10202.8,11,1
7284.1,11,2
22161.2,11,3
17552.8,11,4
13531.6,11,5
14363.4,11,6
18898.4,11,7
22804.9,11,8
28580.2,11,9
25998.9,11,10
0.0,11,11
16540.5,11,12
7454.1,11,13
22009.2,11,14
28891.5,11,15
21469.7,11,16
14996.2,11,17
10875.7,11,18
3157.8,11,19
10250.0,11,20
19635.8,11,21
8431.5,11,22
25734.6,11,23
2759.3,11,24
32374.4,11,25
12747.2,11,26
7749.0,11,27
20728.4,11,28
16236.9,11,29
19439.6,11,30
10673.9,11,31
3642.7,11,32
30602.7,11,33
12971.8,11,34
25536.2,11,35
8385.3,12,0
7873.0,12,1
13017.0,12,2
7891.8,12,3
11758.8,12,4
6469.5,12,5
13146.1,12,6
13104.5,12,7
13027.7,12,8
15108.6,12,9
17739.4,12,10
18062.0,12,11
0.0,12,12
13759.2,12,13
7739.8,12,14
15419.8,12,15
9817.5,12,16
8952.4,12,17
11835.9,12,18
16663.1,12,19
17726.6,12,20
5558.0,12,21
14855.9,12,22
12268.2,12,23
16337.0,12,24
18902.8,12,25
20498.6,12,26
12883.9,12,27
10951.2,12,28
7459.2,12,29
5032.9,12,30
6711.6,12,31
15144.8,12,32
17131.0,12,33
4181.6,12,34
12069.8,12,35
18618.2,13,0
9150.1,13,1
3638.6,13,2
18124.7,13,3
14057.3,13,4
10036.1,13,5
16244.6,13,6
15403.0,13,7
19309.5,13,8
25125.8,13,9
22503.4,13,10
6051.4,13,11
13086.1,13,12
0.0,13,13
18513.7,13,14
25437.0,13,15
18015.2,13,16
11500.8,13,17
12756.9,13,18
3337.9,13,19
19348.3,13,20
15736.4,13,21
1279.4,13,22
22280.1,13,23
8770.1,13,24
28919.9,13,25
21603.3,13,26
11073.4,13,27
17233.0,13,28
14965.0,13,29
15944.2,13,30
7267.6,13,31
6820.4,13,32
27148.2,13,33
9565.1,13,34
22081.7,13,35
1210.4,14,0
13363.4,14,1
18507.4,14,2
716.9,14,3
11707.0,14,4
10523.8,14,5
15709.4,14,6
13052.7,14,7
8336.9,14,8
7718.0,14,9
12202.6,14,10
23552.3,14,11
7936.3,14,12
19249.5,14,13
0.0,14,14
8029.3,14,15
4725.9,14,16
8900.6,14,17
14399.2,14,18
22153.5,14,19
20289.8,14,20
4599.9,14,21
20346.3,14,22
5702.8,14,23
21827.4,14,24
11512.2,14,25
23061.9,14,26
18374.2,14,27
7882.8,14,28
7407.3,14,29
3455.5,14,30
11950.1,14,31
20635.2,14,32
9740.5,14,33
9250.3,14,34
5504.4,14,35
8704.1,15,0
20745.6,15,1
25889.6,15,2
8210.6,15,3
16507.0,15,4
17906.0,15,5
23091.6,15,6
16989.0,15,7
11309.2,15,8
4486.1,15,9
10685.3,15,10
30934.6,15,11
14183.1,15,12
26631.8,15,13
7493.7,15,14
0.0,15,15
10885.2,15,16
16282.8,15,17
21781.4,15,18
29535.7,15,19
27672.1,15,20
10578.9,15,21
27728.5,15,22
4799.2,15,23
29209.6,15,24
3606.5,15,25
30444.1,15,26
25756.5,15,27
9925.1,15,28
14789.6,15,29
10837.8,15,30
19332.3,15,31
28017.4,15,32
1396.3,15,33
15497.1,15,34
4139.4,15,35
7079.9,16,0
10747.4,16,1
15891.4,16,2
6586.4,16,3
7729.1,16,4
7940.6,16,5
18396.6,16,6
9074.7,16,7
6714.2,16,8
13587.4,16,9
10579.8,16,10
20936.4,16,11
7751.3,16,12
16633.6,16,13
6797.0,16,14
9318.9,16,15
0.0,16,16
8395.3,16,17
15693.1,16,18
19537.5,16,19
22977.1,16,20
7240.0,16,21
17730.3,16,22
4997.8,16,23
19211.4,16,24
11403.4,16,25
24355.9,16,26
15758.3,16,27
3252.1,16,28
6585.0,16,29
4669.2,16,30
9334.1,16,31
18019.2,16,32
10448.1,16,33
7059.7,16,34
4983.2,16,35
9959.6,17,0
12868.6,17,1
10230.4,17,2
9466.1,17,3
6965.8,17,4
3560.5,17,5
19831.2,17,6
8311.5,17,7
9220.6,17,8
16467.2,17,9
15541.4,17,10
15225.1,17,11
9872.5,17,12
12498.0,17,13
9676.8,17,14
16778.5,17,15
7619.4,17,16
0.0,17,17
16343.5,17,18
15401.9,17,19
22934.8,17,20
9477.1,17,21
13594.7,17,22
12014.7,17,23
15385.7,17,24
20261.4,17,25
25189.9,17,26
14660.0,17,27
7144.1,17,28
2989.2,17,29
6906.4,17,30
5678.5,17,31
12132.6,17,32
18489.7,17,33
7643.7,17,34
12000.0,17,35
14969.1,18,0
5165.9,18,1
7630.4,18,2
14475.6,18,3
17886.1,18,4
11416.0,18,5
6162.2,18,6
19231.8,18,7
21265.1,18,8
21476.6,18,9
25130.8,18,10
9529.1,18,11
11532.9,18,12
10945.8,18,13
14686.2,18,14
21787.9,18,15
16462.0,18,16
12603.1,18,17
0.0,18,18
11323.9,18,19
7770.8,18,20
12087.3,18,21
12042.5,18,22
18631.0,18,23
10872.0,18,24
25270.8,18,25
10025.9,18,26
3537.4,18,27
17056.2,18,28
13411.9,18,29
13022.4,18,30
9294.9,18,31
8110.8,18,32
23499.1,18,33
11253.1,18,34
18432.6,18,35
21169.9,19,0
11701.8,19,1
8004.9,19,2
20676.4,19,3
16609.1,19,4
12587.9,19,5
15943.5,19,6
17954.8,19,7
21861.3,19,8
27677.5,19,9
25055.2,19,10
3443.7,19,11
15637.8,19,12
4412.7,19,13
21065.5,19,14
27988.8,19,15
20567.0,19,16
14052.5,19,17
12455.9,19,18
0.0,19,19
19047.2,19,20
18288.2,19,21
5390.1,19,22
24831.9,19,23
6162.4,19,24
31471.7,19,25
21302.3,19,26
10237.9,19,27
19784.7,19,28
17516.8,19,29
18495.9,19,30
9819.4,19,31
4212.7,19,32
29700.0,19,33
12116.8,19,34
24633.5,19,35
21773.9,20,0
12683.5,20,1
15057.7,20,2
21280.4,20,3
25313.4,20,4
19323.3,20,5
7453.9,20,6
26659.1,20,7
28069.9,20,8
28281.5,20,9
31935.6,20,10
10710.7,20,11
18487.3,20,12
18853.1,20,13
21491.0,20,14
28592.7,20,15
23880.1,20,16
20510.4,20,17
8044.8,20,18
13713.3,20,19
0.0,20,20
18892.1,20,21
19949.8,20,22
25435.9,20,23
8008.0,20,24
32075.7,20,25
7462.4,20,26
11582.2,20,27
27723.0,20,28
20929.4,20,29
19827.2,20,30
17202.2,20,31
12194.8,20,32
30303.9,20,33
18770.6,20,34
25237.5,20,35
4639.9,21,0
10736.4,21,1
15880.4,21,2
4146.4,21,3
10379.3,21,4
9196.0,21,5
13842.4,21,6
11724.9,21,7
10935.9,21,8
11147.5,21,9
14801.6,21,10
20925.4,21,11
5072.6,21,12
16622.6,21,13
4016.4,21,14
11458.7,21,15
5728.8,21,16
7572.8,21,17
12532.2,21,18
19526.5,21,19
18422.9,21,20
0.0,21,21
17719.3,21,22
8301.9,21,23
19200.4,21,24
14941.7,21,25
21194.9,21,26
15747.2,21,27
9571.6,21,28
6079.6,21,29
1713.6,21,30
8916.5,21,31
18008.2,21,32
13169.9,21,33
6386.5,21,34
8103.5,21,35
19396.8,22,0
9928.7,22,1
3788.6,22,2
18903.3,22,3
14836.0,22,4
10814.7,22,5
17023.2,22,6
16181.6,22,7
20088.1,22,8
25904.4,22,9
23282.1,22,10
7075.0,22,11
13864.7,22,12
1046.4,22,13
19292.4,22,14
26215.7,22,15
18793.8,22,16
12279.4,22,17
13535.6,22,18
4361.5,22,19
20126.9,22,20
16515.1,22,21
0.0,22,22
23058.8,22,23
9793.7,22,24
29698.6,22,25
22382.0,22,26
11852.0,22,27
18011.6,22,28
15743.7,22,29
16722.8,22,30
8046.3,22,31
7844.0,22,32
27926.8,22,33
10343.7,22,34
22860.4,22,35
5558.3,23,0
16791.0,23,1
21935.0,23,2
5637.6,23,3
12394.2,23,4
13984.2,23,5
20717.4,23,6
13879.2,23,7
6266.4,23,8
6220.3,23,9
8363.4,23,10
26980.0,23,11
13794.9,23,12
22677.1,23,13
6508.1,23,14
4285.0,23,15
6772.4,23,16
12800.4,23,17
21736.7,23,18
25581.1,23,19
25297.9,23,20
9608.0,23,21
23773.9,23,22
0.0,23,23
25255.0,23,24
6471.4,23,25
30399.4,23,26
21801.8,23,27
5812.3,23,28
10990.1,23,29
8474.4,23,30
15377.7,23,31
24062.8,23,32
5021.9,23,33
13103.3,23,34
442.3,23,35
23341.9,24,0
8906.2,24,1
7971.4,24,2
22848.4,24,3
18240.0,24,4
14218.8,24,5
13066.8,24,6
19585.7,24,7
23492.2,24,8
29267.5,24,9
26686.1,24,10
2845.9,24,11
17227.8,24,12
11630.4,24,13
22696.4,24,14
29578.7,24,15
22156.9,24,16
15683.4,24,17
9579.1,24,18
5848.4,24,19
7664.7,24,20
20323.1,24,21
12727.2,24,22
26421.8,24,23
0.0,24,24
33061.6,24,25
10161.9,24,26
6452.4,24,27
21415.7,24,28
16924.1,24,29
20126.9,24,30
11361.2,24,31
4329.9,24,32
31289.9,24,33
13659.0,24,34
26223.4,24,35
12441.5,25,0
24482.9,25,1
29626.9,25,2
11948.0,25,3
21303.7,25,4
21643.3,25,5
26828.9,25,6
21494.9,25,7
15815.0,25,8
5236.5,25,9
15191.1,25,10
34671.9,25,11
17920.5,25,12
30369.1,25,13
11231.0,25,14
3595.4,25,15
15970.8,25,16
20020.1,25,17
25518.7,25,18
33273.0,25,19
31409.4,25,20
14316.2,25,21
31465.8,25,22
11163.4,25,23
32946.9,25,24
0.0,25,25
34181.5,25,26
29493.8,25,27
13916.8,25,28
18526.9,25,29
14575.1,25,30
23069.6,25,31
31754.7,25,32
2571.4,25,33
19234.4,25,34
7378.4,25,35
28611.0,26,0
20673.3,26,1
21380.3,26,2
28117.5,26,3
31636.1,26,4
25646.0,26,5
19400.1,26,6
32981.7,26,7
34907.0,26,8
35118.5,26,9
38772.7,26,10
17033.4,26,11
27040.3,26,12
25175.8,26,13
28328.1,26,14
35429.8,26,15
31969.4,26,16
26833.1,26,17
16322.2,26,18
20035.9,26,19
12469.7,26,20
25729.2,26,21
26272.5,26,22
32272.9,26,23
14330.7,26,24
38912.7,26,25
0.0,26,26
15347.3,26,27
32563.6,26,28
28919.2,26,29
26664.3,26,30
23524.9,26,31
18517.4,26,32
37141.0,26,33
24935.7,26,34
32074.5,26,35
16556.0,27,0
5318.0,27,1
6775.0,27,2
16062.5,27,3
17030.8,27,4
11040.7,27,5
8528.2,27,6
18376.5,27,7
20670.4,27,8
23063.6,27,9
24536.1,27,10
6880.7,27,11
11685.0,27,12
10570.5,27,13
16273.2,27,14
23374.9,27,15
16614.2,27,16
12227.8,27,17
5040.6,27,18
8675.5,27,19
8315.4,27,20
13674.3,27,21
11667.2,27,22
20218.0,27,23
5155.7,27,24
26857.8,27,25
10570.4,27,26
0.0,27,27
17208.3,27,28
13564.0,27,29
14609.4,27,30
8919.6,27,31
5377.5,27,32
25086.0,27,33
10330.4,27,34
20019.6,27,35
7379.2,28,0
14166.3,28,1
19310.3,28,2
9608.3,28,3
7386.5,28,4
9258.8,28,5
21815.5,28,6
8732.2,28,7
2569.3,28,8
11252.0,28,9
7835.6,28,10
24355.2,28,11
11170.2,28,12
20052.4,28,13
9818.9,28,14
9627.9,28,15
3247.0,28,16
7792.6,28,17
19112.0,28,18
22956.4,28,19
26395.9,28,20
10261.9,28,21
21149.1,28,22
5416.1,28,23
22630.3,28,24
11821.7,28,25
27774.7,28,26
19177.1,28,27
0.0,28,28
5982.4,28,29
7691.1,28,30
12753.0,28,31
21438.1,28,32
10372.3,28,33
10478.6,28,34
5401.5,28,35
8587.4,29,0
8946.4,29,1
11389.6,29,2
8093.9,29,3
6590.8,29,4
3598.7,29,5
16291.8,29,6
7936.5,29,7
8845.6,29,8
15095.0,29,9
14165.3,29,10
16298.8,29,11
5950.3,29,12
12131.7,29,13
8304.5,29,14
15406.2,29,15
6243.4,29,16
2884.4,29,17
12804.2,29,18
15035.7,29,19
19395.5,29,20
8104.9,29,21
13228.4,29,22
10638.6,29,23
14573.8,29,24
18889.1,29,25
21650.6,29,26
11120.6,29,27
6769.1,29,28
0.0,29,29
5534.1,29,30
5776.1,29,31
13381.6,29,32
17117.4,29,33
4480.0,29,34
10623.9,29,35
3655.0,30,0
11825.0,30,1
16969.0,30,2
3161.5,30,3
10168.6,30,4
8985.4,30,5
15187.5,30,6
11514.3,30,7
9951.0,30,8
10162.6,30,9
13816.7,30,10
22014.0,30,11
5704.0,30,12
17711.2,30,13
3437.8,30,14
10473.8,30,15
4905.0,30,16
7362.2,30,17
13877.4,30,18
20615.1,30,19
19768.0,30,20
4078.1,30,21
18807.9,30,22
7316.9,30,23
20289.0,30,24
13956.7,30,25
22540.1,30,26
16835.9,30,27
9361.0,30,28
5869.0,30,29
0.0,30,30
10411.7,30,31
19096.8,30,32
12185.0,30,33
7018.0,30,34
7118.5,30,35
12114.5,31,0
7312.3,31,1
9739.7,31,2
11621.0,31,3
9326.3,31,4
3436.9,31,5
14642.0,31,6
10671.9,31,7
14906.3,31,8
18622.1,31,9
18000.1,31,10
14648.9,31,11
5542.1,31,12
10481.9,31,13
11469.0,31,14
18933.3,31,15
10078.1,31,16
4624.0,31,17
11154.3,31,18
13385.8,31,19
17745.7,31,20
9095.7,31,21
11578.6,31,22
15805.9,31,23
12924.0,31,24
22416.3,31,25
20000.7,31,26
9470.8,31,27
12829.8,31,28
5810.6,31,29
8899.5,31,30
0.0,31,31
11731.8,31,32
20644.5,31,33
2454.5,31,34
15607.5,31,35
20300.3,32,0
9404.0,32,1
4929.8,32,2
19806.9,32,3
15198.5,32,4
11177.3,32,5
13029.8,32,6
16544.1,32,7
20450.6,32,8
26225.9,32,9
23644.6,32,10
3346.0,32,11
14186.2,32,12
8588.9,32,13
19654.9,32,14
26537.2,32,15
19115.4,32,16
12641.9,32,17
9542.2,32,18
3917.7,32,19
16133.5,32,20
17281.5,32,21
9685.6,32,22
23380.3,32,23
3972.4,32,24
30020.1,32,25
18388.6,32,26
7324.1,32,27
18374.1,32,28
13882.6,32,29
17085.3,32,30
8319.6,32,31
0.0,32,32
28248.4,32,33
10617.5,32,34
23181.9,32,35
10007.3,33,0
22048.8,33,1
27192.8,33,2
9513.9,33,3
17529.9,33,4
19209.2,33,5
24394.8,33,6
17721.1,33,7
12041.3,33,8
3551.7,33,9
11417.4,33,10
32237.8,33,11
15486.3,33,12
27935.0,33,13
8796.9,33,14
1303.2,33,15
12188.4,33,16
17586.0,33,17
23084.6,33,18
30838.9,33,19
28975.3,33,20
11882.1,33,21
29031.7,33,22
5547.8,33,23
30512.8,33,24
2477.8,33,25
31747.3,33,26
27059.7,33,27
11228.3,33,28
16092.8,33,29
12141.0,33,30
20635.5,33,31
29320.6,33,32
0.0,33,33
16800.3,33,34
5086.3,33,35
11927.7,34,0
6830.9,34,1
9258.4,34,2
11434.2,34,3
11021.8,34,4
4073.9,34,5
14160.6,34,6
12367.4,34,7
14231.0,34,8
18435.3,34,9
17324.8,34,10
14167.6,34,11
6056.8,34,12
10000.5,34,13
11282.3,34,14
18746.6,34,15
9402.9,34,16
5260.9,34,17
10673.0,34,18
12904.5,34,19
17264.3,34,20
8908.9,34,21
11097.2,34,22
13798.1,34,23
12442.6,34,24
22229.5,34,25
19519.4,34,26
8989.4,34,27
12154.5,34,28
5135.4,34,29
8712.7,34,30
2469.8,34,31
11250.4,34,32
20457.7,34,33
0.0,34,34
15420.7,34,35
5043.2,35,0
16665.9,35,1
21809.9,35,2
5122.4,35,3
12269.2,35,4
13859.1,35,5
20202.3,35,6
13754.2,35,7
6141.3,35,8
6249.2,35,9
10007.0,35,10
26854.9,35,11
13669.8,35,12
22552.1,35,13
5992.9,35,14
4718.9,35,15
6647.3,35,16
12675.3,35,17
18892.1,35,18
25456.0,35,19
24782.8,35,20
9092.8,35,21
23648.8,35,22
898.5,35,23
25129.9,35,24
7163.1,35,25
27554.8,35,26
21676.7,35,27
5687.3,35,28
10865.1,35,29
7959.3,35,30
15252.6,35,31
23937.7,35,32
5848.2,35,33
12978.2,35,34
0.0,35,35
